U00096.2	RNIE	Gene	terminator	20756	20789	23.35	-	.	1118	ID=terminator10512;E_value=1.53e-01;Bits=23.35;sumBits=23.35;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=23.35,seed-b-14=17.52			
U00096.2	RNIE	Genome	terminator	27241	27280	14.49	-	.	5	ID=terminator10592;E_value=6.11e+00;Bits=14.49;sumBits=14.49;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=14.49			
U00096.2	RNIE	Gene	terminator	27242	27279	15.80	-	.	1325	ID=terminator10719;E_value=3.47e+00;Bits=15.80;sumBits=15.80;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=15.80			
U00096.2	RNIE	Genome	terminator	27252	27289	21.15	+	.	6	ID=terminator10124;E_value=4.81e-01;Bits=21.15;sumBits=21.15;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=21.15			
U00096.2	RNIE	Gene	terminator	27252	27289	22.13	+	.	759	ID=terminator10153;E_value=2.54e-01;Bits=22.13;sumBits=22.13;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=22.13,seed-b-14=21.02			
U00096.2	RNIE	Gene	terminator	34087	34126	20.61	+	.	806	ID=terminator10200;E_value=4.77e-01;Bits=20.61;sumBits=20.61;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=20.61,seed-b-14=18.96			
U00096.2	RNIE	Genome	terminator	34088	34125	19.90	+	.	7	ID=terminator10158;E_value=7.75e-01;Bits=19.90;sumBits=19.90;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=19.90			
U00096.2	RNIE	Gene	terminator	59267	59322	14.82	-	.	1610	ID=terminator11004;E_value=1.56e+01;Bits=14.82;sumBits=14.82;Note=Predicted Rho independent terminator using cmsearch,seed-b-14=14.82			
U00096.2	RNIE	Genome	terminator	59604	59639	19.67	-	.	8	ID=terminator10464;E_value=8.44e-01;Bits=19.67;sumBits=19.67;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=19.67			
U00096.2	RNIE	Gene	terminator	59604	59639	21.32	-	.	1172	ID=terminator10566;E_value=3.55e-01;Bits=21.32;sumBits=21.32;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=21.32,seed-b-14=16.67			
U00096.2	RNIE	Genome	terminator	65786	65824	21.46	-	.	9	ID=terminator10428;E_value=4.27e-01;Bits=21.46;sumBits=21.46;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=21.46			
U00096.2	RNIE	Gene	terminator	65786	65824	23.29	-	.	1121	ID=terminator10515;E_value=1.57e-01;Bits=23.29;sumBits=23.29;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=23.29,seed-b-14=22.61			
U00096.2	RNIE	Genome	terminator	65796	65836	18.28	+	.	10	ID=terminator10194;E_value=1.44e+00;Bits=18.28;sumBits=18.28;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=18.28			
U00096.2	RNIE	Gene	terminator	65796	65836	18.95	+	.	849	ID=terminator10243;E_value=9.46e-01;Bits=18.95;sumBits=18.95;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=18.95,seed-b-14=17.59			
U00096.2	RNIE	Gene	terminator	77560	77600	17.13	+	.	1410	ID=terminator10804;E_value=4.43e+00;Bits=17.13;sumBits=17.13;Note=Predicted Rho independent terminator using cmsearch,seed-b-14=17.13			
U00096.2	RNIE	Genome	terminator	83565	83602	36.55	-	.	11	ID=terminator10299;E_value=1.34e-03;Bits=36.55;sumBits=36.55;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=36.55			
U00096.2	RNIE	Gene	terminator	83565	83602	36.92	-	.	994	ID=terminator10388;E_value=5.62e-04;Bits=36.92;sumBits=36.92;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=36.92,seed-b-14=21.91			
U00096.2	RNIE	Genome	terminator	83575	83612	34.86	+	.	12	ID=terminator10001;E_value=2.57e-03;Bits=34.86;sumBits=34.86;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=34.86			
U00096.2	RNIE	Gene	terminator	83575	83612	35.13	+	.	608	ID=terminator10002;E_value=1.18e-03;Bits=35.13;sumBits=35.13;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=35.13,seed-b-14=25.58			
U00096.2	RNIE	Gene	terminator	85314	85371	18.58	+	.	1401	ID=terminator10795;E_value=2.01e+00;Bits=18.58;sumBits=18.58;Note=Predicted Rho independent terminator using cmsearch,seed-b-14=18.58			
U00096.2	RNIE	Gene	terminator	87869	87909	21.46	+	.	874	ID=terminator10268;E_value=4.18e-01;Bits=21.46;sumBits=39.4;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=17.94,seed-b-14=21.46			
U00096.2	RNIE	Genome	terminator	87870	87908	15.16	+	.	13	ID=terminator10271;E_value=4.73e+00;Bits=15.16;sumBits=15.16;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=15.16			
U00096.2	RNIE	Gene	terminator	89034	89081	15.48	-	.	1580	ID=terminator10974;E_value=1.09e+01;Bits=15.48;sumBits=15.48;Note=Predicted Rho independent terminator using cmsearch,seed-b-14=15.48			
U00096.2	RNIE	Genome	terminator	91456	91494	17.25	+	.	14	ID=terminator10218;E_value=2.13e+00;Bits=17.25;sumBits=17.25;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=17.25			
U00096.2	RNIE	Gene	terminator	91456	91494	18.65	+	.	857	ID=terminator10251;E_value=1.07e+00;Bits=18.65;sumBits=18.65;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=18.65,seed-b-14=16.38			
U00096.2	RNIE	Gene	terminator	107496	107559	16.11	+	.	1433	ID=terminator10827;E_value=7.73e+00;Bits=16.11;sumBits=16.11;Note=Predicted Rho independent terminator using cmsearch,seed-b-14=16.11			
U00096.2	RNIE	Genome	terminator	110991	111028	21.72	-	.	15	ID=terminator10421;E_value=3.87e-01;Bits=21.72;sumBits=21.72;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=21.72			
U00096.2	RNIE	Gene	terminator	110991	111028	21.95	-	.	1157	ID=terminator10551;E_value=2.74e-01;Bits=21.95;sumBits=21.95;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=21.95,seed-b-14=18.26			
U00096.2	RNIE	Genome	terminator	111001	111038	29.60	+	.	16	ID=terminator10015;E_value=1.91e-02;Bits=29.60;sumBits=29.60;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=29.60			
U00096.2	RNIE	Gene	terminator	111001	111038	29.83	+	.	622	ID=terminator10016;E_value=1.05e-02;Bits=29.83;sumBits=29.83;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=29.83,seed-b-14=24.99			
U00096.2	RNIE	Genome	terminator	127581	127618	24.04	-	.	17	ID=terminator10369;E_value=1.60e-01;Bits=24.04;sumBits=24.04;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=24.04			
U00096.2	RNIE	Gene	terminator	127581	127618	24.33	-	.	1099	ID=terminator10493;E_value=1.02e-01;Bits=24.33;sumBits=24.33;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=24.33,seed-b-14=17.74			
U00096.2	RNIE	Genome	terminator	127591	127628	30.70	+	.	18	ID=terminator10012;E_value=1.26e-02;Bits=30.70;sumBits=30.70;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=30.70			
U00096.2	RNIE	Gene	terminator	127591	127628	30.97	+	.	620	ID=terminator10014;E_value=6.58e-03;Bits=30.97;sumBits=30.97;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=30.97,seed-b-14=21.65			
U00096.2	RNIE	Genome	terminator	129357	129393	21.52	-	.	19	ID=terminator10427;E_value=4.18e-01;Bits=21.52;sumBits=21.52;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=21.52			
U00096.2	RNIE	Gene	terminator	129357	129393	24.33	-	.	1100	ID=terminator10494;E_value=1.02e-01;Bits=24.33;sumBits=24.33;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=24.33,seed-b-14=16.40			
U00096.2	RNIE	Genome	terminator	129367	129403	20.88	+	.	20	ID=terminator10132;E_value=5.33e-01;Bits=20.88;sumBits=20.88;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=20.88			
U00096.2	RNIE	Gene	terminator	129367	129403	23.26	+	.	723	ID=terminator10117;E_value=1.59e-01;Bits=23.26;sumBits=23.26;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=23.26,seed-b-14=16.47			
U00096.2	RNIE	Gene	terminator	134233	134278	15.16	-	.	1590	ID=terminator10984;E_value=1.30e+01;Bits=15.16;sumBits=15.16;Note=Predicted Rho independent terminator using cmsearch,seed-b-14=15.16			
U00096.2	RNIE	Gene	terminator	134243	134288	23.85	+	.	715	ID=terminator10109;E_value=1.25e-01;Bits=23.85;sumBits=23.85;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=23.85,seed-b-14=23.62			
U00096.2	RNIE	Genome	terminator	134245	134288	20.49	+	.	21	ID=terminator10147;E_value=6.19e-01;Bits=20.49;sumBits=20.49;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=20.49			
U00096.2	RNIE	Gene	terminator	160087	160125	18.82	-	.	1530	ID=terminator10924;E_value=1.77e+00;Bits=18.82;sumBits=18.82;Note=Predicted Rho independent terminator using cmsearch,seed-b-14=18.82			
U00096.2	RNIE	Gene	terminator	167267	167309	18.19	-	.	1535	ID=terminator10929;E_value=2.48e+00;Bits=18.19;sumBits=18.19;Note=Predicted Rho independent terminator using cmsearch,seed-b-14=18.19			
U00096.2	RNIE	Gene	terminator	173420	173468	14.00	-	.	1663	ID=terminator11057;E_value=2.44e+01;Bits=14.00;sumBits=14.00;Note=Predicted Rho independent terminator using cmsearch,seed-b-14=14.00			
U00096.2	RNIE	Gene	terminator	176962	177004	14.70	+	.	1484	ID=terminator10878;E_value=1.66e+01;Bits=14.70;sumBits=14.70;Note=Predicted Rho independent terminator using cmsearch,seed-b-14=14.70			
U00096.2	RNIE	Gene	terminator	182314	182357	15.87	+	.	1442	ID=terminator10836;E_value=8.82e+00;Bits=15.87;sumBits=15.87;Note=Predicted Rho independent terminator using cmsearch,seed-b-14=15.87			
U00096.2	RNIE	Gene	terminator	185075	185116	14.46	-	.	1625	ID=terminator11019;E_value=1.90e+01;Bits=14.46;sumBits=14.46;Note=Predicted Rho independent terminator using cmsearch,seed-b-14=14.46			
U00096.2	RNIE	Genome	terminator	188675	188710	23.54	-	.	22	ID=terminator10378;E_value=1.93e-01;Bits=23.54;sumBits=23.54;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=23.54			
U00096.2	RNIE	Gene	terminator	188675	188710	24.71	-	.	1091	ID=terminator10485;E_value=8.75e-02;Bits=24.71;sumBits=24.71;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=24.71,seed-b-14=19.09			
U00096.2	RNIE	Genome	terminator	188685	188720	15.41	+	.	23	ID=terminator10266;E_value=4.31e+00;Bits=15.41;sumBits=15.41;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=15.41			
U00096.2	RNIE	Gene	terminator	188685	188720	16.33	+	.	915	ID=terminator10309;E_value=2.79e+00;Bits=16.33;sumBits=16.33;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=16.33			
U00096.2	RNIE	Gene	terminator	190769	190809	17.30	+	.	1409	ID=terminator10803;E_value=4.03e+00;Bits=17.30;sumBits=17.30;Note=Predicted Rho independent terminator using cmsearch,seed-b-14=17.30			
U00096.2	RNIE	Genome	terminator	191705	191744	18.90	-	.	24	ID=terminator10489;E_value=1.14e+00;Bits=18.90;sumBits=18.90;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=18.90			
U00096.2	RNIE	Gene	terminator	191705	191744	19.82	-	.	1214	ID=terminator10608;E_value=6.60e-01;Bits=19.82;sumBits=19.82;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=19.82,seed-b-14=17.84			
U00096.2	RNIE	Genome	terminator	191716	191753	18.17	+	.	25	ID=terminator10197;E_value=1.50e+00;Bits=18.17;sumBits=18.17;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=18.17			
U00096.2	RNIE	Gene	terminator	191717	191752	21.76	+	.	770	ID=terminator10164;E_value=2.95e-01;Bits=21.76;sumBits=21.76;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=21.76,seed-b-14=21.01			
U00096.2	RNIE	Gene	terminator	193434	193488	15.25	-	.	1585	ID=terminator10979;E_value=1.23e+01;Bits=15.25;sumBits=15.25;Note=Predicted Rho independent terminator using cmsearch,seed-b-14=15.25			
U00096.2	RNIE	Gene	terminator	193443	193499	18.52	+	.	993	ID=terminator10387;E_value=2.08e+00;Bits=18.52;sumBits=32.54;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=14.02,seed-b-14=18.52			
U00096.2	RNIE	Gene	terminator	194817	194854	16.29	+	.	1426	ID=terminator10820;E_value=7.02e+00;Bits=16.29;sumBits=16.29;Note=Predicted Rho independent terminator using cmsearch,seed-b-14=16.29			
U00096.2	RNIE	Gene	terminator	202020	202073	15.12	+	.	1467	ID=terminator10861;E_value=1.33e+01;Bits=15.12;sumBits=15.12;Note=Predicted Rho independent terminator using cmsearch,seed-b-14=15.12			
U00096.2	RNIE	Genome	terminator	209586	209623	16.44	-	.	26	ID=terminator10548;E_value=2.91e+00;Bits=16.44;sumBits=16.44;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=16.44			
U00096.2	RNIE	Gene	terminator	209586	209623	16.94	-	.	1291	ID=terminator10685;E_value=2.16e+00;Bits=16.94;sumBits=16.94;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=16.94,seed-b-14=14.84			
U00096.2	RNIE	Genome	terminator	209596	209633	20.43	+	.	27	ID=terminator10150;E_value=6.32e-01;Bits=20.43;sumBits=20.43;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=20.43			
U00096.2	RNIE	Gene	terminator	209597	209632	21.15	+	.	790	ID=terminator10184;E_value=3.80e-01;Bits=21.15;sumBits=21.15;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=21.15,seed-b-14=16.31			
U00096.2	RNIE	Genome	terminator	217012	217052	25.59	-	.	28	ID=terminator10348;E_value=8.82e-02;Bits=25.59;sumBits=25.59;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=25.59			
U00096.2	RNIE	Gene	terminator	217012	217052	26.45	-	.	1055	ID=terminator10449;E_value=4.25e-02;Bits=26.45;sumBits=26.45;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=26.45,seed-b-14=22.69			
U00096.2	RNIE	Genome	terminator	217022	217062	14.45	+	.	29	ID=terminator10285;E_value=6.20e+00;Bits=14.45;sumBits=14.45;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=14.45			
U00096.2	RNIE	Gene	terminator	217022	217062	15.41	+	.	944	ID=terminator10338;E_value=4.09e+00;Bits=15.41;sumBits=15.41;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=15.41,seed-b-14=15.49			
U00096.2	RNIE	Gene	terminator	220043	220080	14.51	-	.	1624	ID=terminator11018;E_value=1.85e+01;Bits=14.51;sumBits=14.51;Note=Predicted Rho independent terminator using cmsearch,seed-b-14=14.51			
U00096.2	RNIE	Genome	terminator	229002	229041	17.43	-	.	30	ID=terminator10520;E_value=1.99e+00;Bits=17.43;sumBits=17.43;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=17.43			
U00096.2	RNIE	Gene	terminator	229002	229041	17.73	-	.	1268	ID=terminator10662;E_value=1.56e+00;Bits=17.73;sumBits=17.73;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=17.73			
U00096.2	RNIE	Genome	terminator	229011	229052	21.27	+	.	31	ID=terminator10121;E_value=4.59e-01;Bits=21.27;sumBits=21.27;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=21.27			
U00096.2	RNIE	Gene	terminator	229011	229052	22.53	+	.	745	ID=terminator10139;E_value=2.15e-01;Bits=22.53;sumBits=22.53;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=22.53,seed-b-14=22.15			
U00096.2	RNIE	Gene	terminator	229885	229937	14.32	-	.	1636	ID=terminator11030;E_value=2.06e+01;Bits=14.32;sumBits=14.32;Note=Predicted Rho independent terminator using cmsearch,seed-b-14=14.32			
U00096.2	RNIE	Genome	terminator	232543	232583	26.85	-	.	32	ID=terminator10329;E_value=5.45e-02;Bits=26.85;sumBits=26.85;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=26.85			
U00096.2	RNIE	Gene	terminator	232543	232583	28.75	-	.	1017	ID=terminator10411;E_value=1.64e-02;Bits=28.75;sumBits=28.75;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=28.75,seed-b-14=24.89			
U00096.2	RNIE	Genome	terminator	232553	232593	26.32	+	.	33	ID=terminator10032;E_value=6.67e-02;Bits=26.32;sumBits=26.32;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=26.32			
U00096.2	RNIE	Gene	terminator	232553	232593	27.38	+	.	642	ID=terminator10036;E_value=2.90e-02;Bits=27.38;sumBits=27.38;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=27.38,seed-b-14=20.55			
U00096.2	RNIE	Genome	terminator	237033	237075	17.85	+	.	34	ID=terminator10204;E_value=1.70e+00;Bits=17.85;sumBits=17.85;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=17.85			
U00096.2	RNIE	Gene	terminator	237033	237075	20.89	+	.	869	ID=terminator10263;E_value=5.72e-01;Bits=20.89;sumBits=39.08;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=18.19,seed-b-14=20.89			
U00096.2	RNIE	Genome	terminator	240818	240855	21.99	-	.	35	ID=terminator10413;E_value=3.48e-01;Bits=21.99;sumBits=21.99;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=21.99			
U00096.2	RNIE	Gene	terminator	240818	240855	22.16	-	.	1150	ID=terminator10544;E_value=2.50e-01;Bits=22.16;sumBits=22.16;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=22.16,seed-b-14=17.14			
U00096.2	RNIE	Genome	terminator	240828	240865	15.56	+	.	36	ID=terminator10261;E_value=4.06e+00;Bits=15.56;sumBits=15.56;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=15.56			
U00096.2	RNIE	Gene	terminator	240828	240865	15.87	+	.	925	ID=terminator10319;E_value=3.37e+00;Bits=15.87;sumBits=15.87;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=15.87			
U00096.2	RNIE	Gene	terminator	246122	246182	15.68	-	.	1573	ID=terminator10967;E_value=9.78e+00;Bits=15.68;sumBits=15.68;Note=Predicted Rho independent terminator using cmsearch,seed-b-14=15.68			
U00096.2	RNIE	Gene	terminator	246132	246192	19.36	+	.	1395	ID=terminator10789;E_value=1.32e+00;Bits=19.36;sumBits=19.36;Note=Predicted Rho independent terminator using cmsearch,seed-b-14=19.36			
U00096.2	RNIE	Gene	terminator	254203	254248	14.00	-	.	1662	ID=terminator11056;E_value=2.44e+01;Bits=14.00;sumBits=14.00;Note=Predicted Rho independent terminator using cmsearch,seed-b-14=14.00			
U00096.2	RNIE	Gene	terminator	254373	254414	14.56	+	.	1493	ID=terminator10887;E_value=1.80e+01;Bits=14.56;sumBits=14.56;Note=Predicted Rho independent terminator using cmsearch,seed-b-14=14.56			
U00096.2	RNIE	Gene	terminator	256440	256478	21.11	+	.	924	ID=terminator10318;E_value=5.06e-01;Bits=21.11;sumBits=37.07;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=15.96,seed-b-14=21.11			
U00096.2	RNIE	Gene	terminator	262447	262491	17.01	-	.	1287	ID=terminator10681;E_value=2.11e+00;Bits=17.01;sumBits=17.01;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=17.01,seed-b-14=15.31			
U00096.2	RNIE	Genome	terminator	264778	264819	15.42	-	.	37	ID=terminator10574;E_value=4.29e+00;Bits=15.42;sumBits=15.42;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=15.42			
U00096.2	RNIE	Gene	terminator	264778	264819	16.45	-	.	1307	ID=terminator10701;E_value=2.65e+00;Bits=16.45;sumBits=16.45;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=16.45,seed-b-14=17.31			
U00096.2	RNIE	Gene	terminator	268198	268241	19.03	-	.	1528	ID=terminator10922;E_value=1.57e+00;Bits=19.03;sumBits=19.03;Note=Predicted Rho independent terminator using cmsearch,seed-b-14=19.03			
U00096.2	RNIE	Gene	terminator	284396	284443	23.58	-	.	1241	ID=terminator10635;E_value=1.32e-01;Bits=23.58;sumBits=42.52;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=18.94,seed-b-14=23.58			
U00096.2	RNIE	Gene	terminator	284406	284453	23.19	+	.	758	ID=terminator10152;E_value=1.63e-01;Bits=23.19;sumBits=45.33;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=22.14,seed-b-14=23.19			
U00096.2	RNIE	Gene	terminator	291501	291541	19.52	-	.	1306	ID=terminator10700;E_value=1.20e+00;Bits=19.52;sumBits=36.03;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=16.51,seed-b-14=19.52			
U00096.2	RNIE	Genome	terminator	302831	302873	16.86	-	.	38	ID=terminator10536;E_value=2.47e+00;Bits=16.86;sumBits=16.86;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=16.86			
U00096.2	RNIE	Gene	terminator	302831	302873	18.12	-	.	1256	ID=terminator10650;E_value=1.33e+00;Bits=18.12;sumBits=18.12;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=18.12,seed-b-14=16.76			
U00096.2	RNIE	Genome	terminator	302843	302881	16.67	+	.	39	ID=terminator10236;E_value=2.66e+00;Bits=16.67;sumBits=16.67;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=16.67			
U00096.2	RNIE	Gene	terminator	302843	302881	19.27	+	.	883	ID=terminator10277;E_value=1.38e+00;Bits=19.27;sumBits=36.84;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=17.57,seed-b-14=19.27			
U00096.2	RNIE	Gene	terminator	303428	303476	14.43	-	.	1629	ID=terminator11023;E_value=1.93e+01;Bits=14.43;sumBits=14.43;Note=Predicted Rho independent terminator using cmsearch,seed-b-14=14.43			
U00096.2	RNIE	Gene	terminator	316768	316807	14.84	-	.	1607	ID=terminator11001;E_value=1.54e+01;Bits=14.84;sumBits=14.84;Note=Predicted Rho independent terminator using cmsearch,seed-b-14=14.84			
U00096.2	RNIE	Gene	terminator	317860	317903	18.26	+	.	992	ID=terminator10386;E_value=2.40e+00;Bits=18.26;sumBits=32.35;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=14.09,seed-b-14=18.26			
U00096.2	RNIE	Gene	terminator	323788	323830	15.50	+	.	1453	ID=terminator10847;E_value=1.08e+01;Bits=15.50;sumBits=15.50;Note=Predicted Rho independent terminator using cmsearch,seed-b-14=15.50			
U00096.2	RNIE	Gene	terminator	328720	328773	16.05	+	.	1435	ID=terminator10829;E_value=8.01e+00;Bits=16.05;sumBits=16.05;Note=Predicted Rho independent terminator using cmsearch,seed-b-14=16.05			
U00096.2	RNIE	Gene	terminator	362422	362464	15.86	+	.	1443	ID=terminator10837;E_value=8.84e+00;Bits=15.86;sumBits=15.86;Note=Predicted Rho independent terminator using cmsearch,seed-b-14=15.86			
U00096.2	RNIE	Gene	terminator	379120	379182	17.79	-	.	1537	ID=terminator10931;E_value=3.09e+00;Bits=17.79;sumBits=17.79;Note=Predicted Rho independent terminator using cmsearch,seed-b-14=17.79			
U00096.2	RNIE	Gene	terminator	379135	379187	14.74	+	.	1483	ID=terminator10877;E_value=1.63e+01;Bits=14.74;sumBits=14.74;Note=Predicted Rho independent terminator using cmsearch,seed-b-14=14.74			
U00096.2	RNIE	Gene	terminator	393671	393714	21.56	-	.	1167	ID=terminator10561;E_value=3.21e-01;Bits=21.56;sumBits=21.56;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=21.56,seed-b-14=21.63			
U00096.2	RNIE	Gene	terminator	394297	394345	16.60	-	.	1550	ID=terminator10944;E_value=5.91e+00;Bits=16.60;sumBits=16.60;Note=Predicted Rho independent terminator using cmsearch,seed-b-14=16.60			
U00096.2	RNIE	Genome	terminator	399006	399046	18.95	-	.	40	ID=terminator10488;E_value=1.12e+00;Bits=18.95;sumBits=18.95;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=18.95			
U00096.2	RNIE	Gene	terminator	399006	399046	19.37	-	.	1226	ID=terminator10620;E_value=7.96e-01;Bits=19.37;sumBits=19.37;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=19.37,seed-b-14=17.21			
U00096.2	RNIE	Gene	terminator	402384	402437	23.42	+	.	1389	ID=terminator10783;E_value=1.44e-01;Bits=23.42;sumBits=23.42;Note=Predicted Rho independent terminator using cmsearch,seed-b-14=23.42			
U00096.2	RNIE	Genome	terminator	418433	418468	14.64	+	.	41	ID=terminator10274;E_value=5.78e+00;Bits=14.64;sumBits=14.64;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=14.64			
U00096.2	RNIE	Gene	terminator	418433	418468	15.64	+	.	932	ID=terminator10326;E_value=3.71e+00;Bits=15.64;sumBits=15.64;Note=Predicted Rho independent terminator using cmsearch,seed-a-14=15.64,seed-b-14=14.66			
U00096.2	RNIE	Gene	terminator	420134	420184	14.08	-	.	1655	ID=terminator11049;E_value=2.34e+01;Bits=14.08;sumBits=14.08;Note=Predicted Rho independent terminator using cmsearch,seed-b-14=14.08			
